Date,City,Temperature,Precipitation,Wind Speed,Humidity
2022-07-13,Houston,2.9,85.3,28.7,32.0
2021-12-28,Los Angeles,25.9,47.3,19.6,71.2
2021-03-27,Houston,32.1,35.1,29.1,55.0
2023-08-28,New York,23.0,25.2,18.1,96.0
2021-06-02,Houston,15.5,15.5,7.9,68.4
2020-03-07,Chicago,21.5,0.8,3.3,7.8
2020-05-09,Phoenix,29.4,6.7,4.6,2.6
2023-04-22,New York,21.9,30.1,27.5,43.2
2023-09-05,New York,0.1,33.8,11.6,37.0
2021-11-23,Phoenix,2.2,75.2,3.0,64.0
2021-12-19,Chicago,1.2,20.8,17.4,99.4
2021-06-08,Chicago,20.4,92.1,11.7,97.5
2020-04-11,Los Angeles,4.1,20.4,14.3,11.9
2021-02-04,New York,6.2,51.4,6.1,61.4
2022-11-22,Chicago,3.3,38.1,15.0,82.2
2022-05-25,Phoenix,-0.7,81.7,16.3,26.0
2023-07-06,New York,39.6,66.1,21.7,14.8
2021-10-29,Chicago,-4.6,80.3,17.4,54.9
2023-03-21,Los Angeles,9.2,80.8,22.0,74.4
2020-11-16,Houston,3.9,10.5,0.6,74.1
2023-01-26,Houston,6.2,78.9,13.9,29.7
2021-02-10,Chicago,17.0,53.2,24.4,44.6
2022-01-21,New York,37.3,88.3,25.5,42.1
2020-05-09,Los Angeles,25.0,61.5,16.8,30.0
2020-12-07,Phoenix,-7.2,23.8,1.6,63.2
2020-01-29,New York,19.7,51.7,14.0,29.4
2022-12-13,Houston,15.0,92.0,17.1,3.0
2023-03-01,New York,0.5,59.1,15.7,63.4
2021-05-26,Chicago,16.3,53.0,7.6,7.9
2020-02-11,New York,30.1,8.7,29.3,76.7
2020-06-01,Phoenix,-4.6,20.0,4.8,76.0
2022-07-27,Chicago,29.2,38.2,2.3,45.0
2022-04-18,Los Angeles,-2.8,22.5,29.8,74.8
2020-02-09,Los Angeles,26.9,65.3,26.5,21.8
2022-07-31,Los Angeles,-9.9,59.0,29.4,98.8
2021-11-08,Phoenix,28.6,60.0,26.9,50.8
2023-11-21,New York,10.3,34.3,11.5,72.5
2020-11-16,Houston,12.7,74.4,13.8,68.4
2022-05-15,Houston,18.7,18.4,24.1,70.4
2020-11-04,Phoenix,9.3,47.0,24.7,47.8
2020-08-07,Los Angeles,13.7,44.2,0.1,87.3
2020-08-18,Phoenix,24.8,80.5,27.5,78.7
2022-09-28,Phoenix,3.5,20.9,26.5,46.4
2020-04-19,New York,18.4,9.4,23.4,41.5
2022-10-03,New York,0.8,24.6,11.9,46.0
2023-11-13,Los Angeles,29.6,22.2,28.9,59.5
2023-01-24,Los Angeles,-8.9,20.1,14.7,94.0
2021-11-09,New York,26.5,13.9,19.3,63.2
2020-10-25,Phoenix,39.0,90.7,9.2,33.8
2022-04-02,Chicago,24.4,39.9,28.6,17.0
2022-06-15,Houston,19.0,17.1,12.5,32.0
2020-06-10,Phoenix,18.1,21.8,3.9,65.6
2022-11-26,Chicago,13.7,72.8,24.1,20.2
2020-06-14,Houston,-0.1,15.2,16.7,94.3
2021-05-16,New York,26.0,68.7,10.4,60.2
2022-02-15,Phoenix,24.7,56.3,5.7,87.8
2021-07-22,Chicago,-5.6,76.9,15.5,67.7
2020-12-09,New York,39.4,32.4,10.0,14.2
2022-06-21,Chicago,11.9,95.3,17.5,87.7
2020-05-15,Chicago,9.0,41.3,7.6,32.1
2021-10-18,Houston,9.6,75.5,4.9,36.5
2020-02-01,Chicago,34.3,29.4,22.1,86.3
2021-07-16,Phoenix,31.5,91.0,21.5,43.2
2021-04-17,New York,3.5,99.2,6.1,33.0
2020-01-30,Los Angeles,6.6,65.5,19.4,33.2
2020-09-04,Phoenix,-3.2,49.8,24.7,13.2
2020-11-21,Los Angeles,36.7,7.7,15.1,32.8
2021-09-14,Phoenix,19.3,57.0,21.7,73.0
2022-10-29,New York,29.7,44.4,22.2,32.6
2020-06-01,Phoenix,31.1,15.3,24.5,3.7
2023-03-15,Houston,-4.9,15.8,10.9,7.1
2022-03-14,New York,35.5,72.1,17.5,89.6
2020-10-27,Phoenix,25.1,58.9,23.0,56.0
2022-10-05,Chicago,2.9,5.9,23.5,37.9
2023-01-28,Los Angeles,2.7,22.1,1.8,42.7
2023-04-16,Chicago,36.3,78.5,0.1,26.8
2023-12-29,Houston,1.4,24.2,6.6,55.3
2022-12-16,Houston,30.5,60.6,17.2,80.5
2020-08-29,Chicago,21.8,3.4,26.4,15.8
2023-01-19,Los Angeles,13.0,89.9,28.6,79.2
2022-08-06,Los Angeles,38.2,28.5,28.6,45.7
2023-01-26,Los Angeles,16.0,9.4,8.2,27.6
2023-06-23,Houston,17.8,43.0,22.8,81.6
2023-10-16,Phoenix,-10.0,31.2,18.7,37.6
2020-12-31,Los Angeles,32.4,24.7,13.5,41.0
2022-10-31,Houston,13.2,61.4,10.4,57.0
2023-11-07,Phoenix,34.5,5.6,7.4,2.7
2021-04-06,New York,20.2,87.1,14.8,14.3
2020-01-22,New York,19.8,92.3,29.4,21.1
2020-12-18,New York,29.6,48.1,11.5,73.2
2021-12-16,Chicago,20.8,97.0,7.3,78.0
2021-11-29,Los Angeles,23.1,57.2,19.3,34.2
2022-07-30,New York,-2.9,62.7,16.3,19.1
2020-07-24,Chicago,16.4,50.4,3.4,54.0
2021-11-14,Los Angeles,38.8,92.8,19.9,20.2
2023-06-14,Los Angeles,29.8,98.8,10.3,86.4
2021-06-20,Los Angeles,1.1,92.1,24.1,34.3
2023-12-17,Phoenix,34.5,71.7,11.5,47.0
2022-12-11,Chicago,34.2,53.4,16.3,43.2
2021-01-21,Phoenix,30.4,51.3,10.6,19.0
2020-03-06,Phoenix,-3.8,33.3,0.6,68.4
2022-09-13,Los Angeles,25.5,86.7,1.6,30.9
2020-07-30,New York,26.1,34.5,26.8,83.0
2023-08-20,Houston,39.4,0.7,7.0,75.7
2021-07-26,Chicago,11.8,72.9,14.0,89.5
2023-04-14,Phoenix,-4.0,36.3,26.9,97.4
2023-03-05,New York,3.7,20.9,15.0,96.0
2021-09-20,New York,11.3,63.6,20.8,31.0
2021-03-02,Houston,12.2,1.0,9.9,24.3
2020-10-18,Chicago,-5.4,96.6,16.1,56.5
2022-03-22,Phoenix,28.5,50.1,11.2,28.6
2022-05-22,Chicago,30.0,20.3,4.0,4.7
2020-02-20,Phoenix,9.8,42.3,10.1,48.8
2020-01-25,Houston,38.3,96.5,9.3,99.1
2022-04-07,Houston,14.4,70.7,12.1,80.3
2020-12-21,Houston,-0.7,10.9,20.0,66.6
2021-11-10,Phoenix,3.7,42.0,11.6,68.4
2023-05-07,New York,36.4,98.8,10.9,71.5
2020-01-01,Los Angeles,31.6,30.0,12.5,71.3
2020-12-21,Chicago,-3.4,12.1,5.8,80.9
2023-07-01,New York,37.1,82.6,18.3,27.8
2022-06-19,Los Angeles,36.0,15.8,7.6,54.1
2021-12-27,New York,39.8,23.5,6.7,61.0
2023-04-19,New York,-1.3,92.8,14.0,66.9
2022-06-20,Phoenix,4.3,97.1,26.5,37.9
2023-03-20,Phoenix,24.0,94.8,6.4,53.8
2021-11-04,New York,10.8,28.5,20.2,93.4
2021-02-28,Phoenix,-7.0,5.0,1.9,83.4
2021-11-25,Houston,9.3,20.1,12.8,93.2
2020-10-06,Houston,10.7,23.6,7.7,95.2
2020-01-20,Phoenix,16.7,1.8,13.6,46.1
2020-09-16,Houston,6.2,27.8,9.3,78.4
2022-08-15,Los Angeles,7.3,17.2,23.2,23.9
2021-02-22,Phoenix,23.3,58.1,28.1,87.2
2022-12-01,Chicago,-7.4,13.0,6.9,33.7
2022-02-07,Phoenix,35.7,91.8,23.9,70.3
2020-01-16,Houston,10.1,55.1,29.1,2.9
2021-06-21,Chicago,16.1,27.2,7.8,45.2
2020-09-16,Phoenix,24.4,24.6,10.8,29.8
2022-06-23,New York,-2.6,63.8,26.0,28.5
2023-11-13,Los Angeles,31.1,76.5,20.1,86.1
2021-07-11,Chicago,4.0,79.7,20.5,10.9
2020-04-25,New York,19.0,72.9,5.1,31.3
2020-03-14,Phoenix,-7.6,34.8,2.2,43.7
2021-10-23,Houston,22.3,91.3,7.5,31.4
2023-02-17,New York,39.1,56.2,9.9,56.5
2022-07-05,Houston,28.2,35.7,10.0,87.2
2021-10-20,New York,37.6,26.2,1.8,93.2
2021-01-19,Chicago,-8.8,9.9,5.8,66.1
2020-07-10,Los Angeles,24.8,3.4,18.6,62.6
2021-07-10,Los Angeles,30.4,1.5,28.8,56.3
2020-11-06,New York,29.6,66.2,27.0,60.2
2022-09-28,New York,-1.2,9.5,7.6,39.7
2023-11-16,Los Angeles,-5.8,14.8,28.9,17.9
2020-02-24,New York,30.8,54.9,20.9,42.7
2022-03-15,Houston,24.4,88.6,4.4,61.8
2020-06-09,New York,8.6,7.5,19.4,52.4
2022-04-20,Los Angeles,37.9,1.1,3.2,92.7
2021-01-02,Houston,11.2,66.9,16.1,85.4
2023-02-23,Chicago,32.1,98.1,11.2,52.5
2021-03-19,Phoenix,39.8,54.3,6.4,41.1
2022-05-06,New York,9.2,47.5,8.7,17.2
2023-04-06,Phoenix,23.5,64.1,29.4,59.3
2022-11-04,Phoenix,37.3,43.4,0.8,23.7
2020-06-16,Los Angeles,24.0,98.4,9.0,8.8
2023-11-26,Houston,28.6,97.3,28.6,34.0
2021-01-13,Houston,14.0,79.3,1.7,81.1
2021-02-25,Phoenix,23.2,52.5,11.4,85.6
2021-01-03,Chicago,38.8,79.2,15.6,63.3
2021-04-20,Houston,23.9,40.0,27.7,73.4
2021-03-21,Houston,1.7,0.9,21.3,5.5
2021-08-03,Los Angeles,29.0,34.0,4.0,33.4
2022-11-29,Phoenix,16.6,97.7,20.8,6.0
2021-10-28,Chicago,-5.5,3.2,12.2,23.1
2023-07-09,Chicago,6.1,20.4,24.9,85.3
2023-11-04,Chicago,20.4,79.0,5.1,70.8
2020-10-19,Phoenix,-4.9,72.9,20.7,53.0
2021-06-05,New York,-1.4,79.6,29.4,64.9
2021-01-21,Chicago,-8.9,51.6,0.8,63.9
2021-10-31,Phoenix,21.2,45.9,25.7,67.6
2020-03-30,Los Angeles,26.6,80.5,9.1,31.0
2023-05-11,Los Angeles,-4.3,87.9,4.4,77.1
2020-05-31,Los Angeles,-3.2,30.3,23.2,79.7
2023-06-02,Houston,8.5,23.5,23.8,60.9
2021-11-05,Chicago,18.1,71.4,22.0,29.5
2022-01-25,Houston,-1.6,74.4,6.3,45.0
2023-03-08,Chicago,-1.2,68.3,7.5,84.9
2021-03-29,New York,9.0,74.3,27.0,61.5
2022-06-07,New York,26.9,95.4,26.7,57.2
2020-06-26,Houston,28.9,93.6,26.4,10.3
2022-02-18,Los Angeles,31.1,71.9,16.8,48.3
2021-10-03,New York,27.4,14.5,17.2,96.2
2022-08-08,Phoenix,27.7,13.3,3.6,71.6
2022-07-31,Los Angeles,37.3,14.5,21.3,13.1
2022-03-13,New York,12.8,56.9,1.5,1.3
2021-02-24,Phoenix,22.0,6.7,17.0,21.0
2022-09-12,Houston,16.2,64.0,18.3,8.3
2021-01-15,Los Angeles,1.5,55.6,14.5,53.4
2023-07-15,Houston,-2.5,55.6,19.6,90.2
2020-10-05,Los Angeles,19.1,74.1,28.5,13.0
2021-05-11,Chicago,36.7,13.2,26.7,75.5
2022-05-21,Chicago,19.5,38.9,16.1,27.4
2021-05-14,Phoenix,35.1,20.6,13.8,21.1
2021-06-28,New York,12.3,25.8,20.9,25.4
2020-03-16,New York,28.1,47.1,1.3,35.2
2020-09-05,Los Angeles,-2.7,13.4,14.4,19.5
2023-12-29,Phoenix,23.2,46.3,6.3,49.9
2021-03-25,Houston,-7.6,66.5,14.3,71.5
2022-02-12,New York,28.0,97.8,13.7,4.7
2022-01-01,Chicago,18.1,41.0,29.3,2.9
2022-02-09,Los Angeles,12.8,33.2,17.4,95.3
2022-04-12,Los Angeles,12.1,83.2,8.4,76.0
2020-08-23,Houston,-1.0,35.3,11.3,83.2
2020-06-28,Chicago,33.1,25.8,0.9,41.2
2020-06-29,Los Angeles,2.9,53.3,15.0,55.0
2020-12-19,Los Angeles,-1.4,36.5,25.2,69.4
2023-03-30,Chicago,20.9,19.0,21.3,89.1
2021-04-27,Chicago,27.7,40.0,2.3,49.2
2020-05-26,Houston,13.8,76.4,10.3,55.4
2021-04-17,New York,25.7,26.5,28.4,14.0
2022-03-28,Houston,4.4,65.1,8.9,27.6
2020-12-30,Phoenix,-9.2,77.0,12.8,85.5
2023-02-08,Chicago,37.8,54.3,9.8,30.3
2020-08-27,Los Angeles,15.4,42.8,23.0,97.5
2020-05-30,New York,25.2,77.2,14.4,2.1
2021-07-19,Los Angeles,27.5,0.0,25.5,78.7
2022-11-29,Chicago,-0.4,32.6,28.5,4.9
2020-09-25,Los Angeles,14.5,52.9,14.1,57.7
2021-12-04,Houston,33.3,80.0,25.6,89.5
2022-02-14,Chicago,-3.2,52.3,17.7,72.1
2022-04-14,Chicago,7.5,37.6,20.5,37.3
2022-11-26,Phoenix,-9.8,22.2,16.2,12.8
2023-08-25,Chicago,-4.9,82.4,12.7,16.0
2021-02-24,Chicago,8.8,70.1,10.2,13.4
2023-04-19,Phoenix,18.6,94.4,9.2,6.0
2020-08-05,Phoenix,24.2,58.4,5.0,62.1
2020-08-22,Chicago,5.1,36.8,8.2,71.8
2022-08-31,Houston,-0.6,14.9,25.1,52.1
2023-04-10,Chicago,34.1,39.0,27.9,19.1
2023-08-28,Phoenix,27.2,89.7,29.0,80.9
2023-11-28,New York,27.2,23.0,19.3,75.3
2020-09-29,Houston,29.1,38.5,17.9,10.9
2021-08-17,Houston,22.6,78.6,7.9,17.2
2023-07-08,Los Angeles,29.6,64.8,21.0,82.4
2022-08-15,Los Angeles,6.3,99.2,29.6,94.4
2022-02-24,Los Angeles,21.8,12.3,11.8,32.8
2021-04-29,Phoenix,34.6,31.0,19.8,45.6
2020-06-20,Phoenix,39.7,97.3,26.8,76.8
2021-02-20,Los Angeles,-5.2,36.5,8.2,23.1
2023-11-04,Los Angeles,-6.7,61.6,29.7,77.7
2022-10-04,Phoenix,8.8,23.1,0.1,94.1
2020-03-31,Chicago,15.7,29.9,9.7,82.3
2022-07-30,Los Angeles,-8.1,57.0,20.3,64.3
2022-10-07,Phoenix,-5.9,54.8,25.9,90.6
2022-07-06,Los Angeles,-1.0,72.4,6.2,83.1
2022-04-03,Chicago,15.1,92.0,12.4,56.8
2023-01-22,New York,-3.2,39.3,21.6,49.5
2022-05-11,Phoenix,15.9,57.1,20.5,64.5
2023-11-02,Phoenix,19.5,61.7,9.7,57.1
2022-08-05,Los Angeles,14.7,91.6,5.8,40.3
2020-05-29,Los Angeles,38.5,2.1,27.7,89.3
2023-10-27,Los Angeles,29.6,43.5,21.4,20.0
2022-10-27,Los Angeles,-1.5,26.9,25.6,89.6
2023-06-15,Houston,2.3,37.3,23.4,44.7
2021-03-03,Houston,10.7,42.9,27.6,7.6
2023-06-21,Houston,23.7,42.0,6.8,95.5
2022-03-25,New York,-9.5,67.1,29.7,77.2
2021-05-12,New York,31.6,31.9,23.7,46.9
2023-12-08,Houston,28.6,5.0,26.7,22.4
2022-10-29,Los Angeles,3.3,81.2,5.1,96.7
2020-03-16,Chicago,20.4,59.0,16.6,47.4
2023-08-21,Los Angeles,17.6,66.2,20.2,79.9
2022-07-14,New York,14.3,74.4,8.8,8.9
2021-04-13,Los Angeles,18.3,57.3,14.6,84.2
2021-01-07,New York,21.2,7.6,18.5,92.5
2021-06-06,Phoenix,5.6,75.5,5.2,30.0
2022-07-29,New York,24.0,27.0,10.4,35.8
2020-02-09,Phoenix,16.8,1.8,18.4,54.0
2021-07-19,New York,24.7,4.6,14.6,48.6
2023-08-26,New York,7.4,56.9,28.3,14.9
2023-04-25,Chicago,39.1,50.2,23.3,95.2
2020-09-13,New York,-4.9,3.5,5.5,88.5
2023-01-04,Houston,6.8,18.5,3.6,96.9
2021-12-30,Chicago,-4.6,97.2,5.3,5.7
2021-06-13,Houston,10.0,0.8,18.4,45.8
2023-08-26,Los Angeles,29.8,80.1,22.0,70.6
2022-12-12,Phoenix,4.6,84.2,13.2,48.1
2021-03-24,Los Angeles,35.9,92.8,21.0,20.0
2021-11-11,Houston,26.0,94.7,14.5,63.4
2022-08-16,Chicago,-0.8,74.4,2.5,93.0
2020-12-05,New York,6.3,85.7,7.9,19.0
2022-04-14,Houston,17.9,94.2,1.4,27.0
2020-09-09,Phoenix,-9.3,3.3,12.6,19.4
2022-02-27,Phoenix,9.7,2.6,12.9,2.6
2023-07-12,Houston,34.8,59.9,23.9,4.9
2022-06-16,Chicago,9.8,53.9,17.7,57.6
2023-07-22,Phoenix,-2.8,75.8,27.7,87.5
2020-04-18,New York,13.8,32.1,0.6,71.4
2020-03-04,Phoenix,-3.9,35.9,6.4,62.5
2020-01-06,Los Angeles,12.9,20.9,12.7,74.9
2022-12-30,Chicago,19.0,87.2,21.9,74.8
2020-05-12,New York,35.8,28.8,9.1,59.3
2023-10-13,Los Angeles,8.7,19.9,23.3,3.9
2022-06-11,Houston,32.2,94.3,3.5,62.2
2021-04-01,Houston,38.7,24.0,25.2,71.4
2021-06-01,Phoenix,25.0,10.3,28.3,19.2
2022-07-22,New York,-4.6,34.3,8.6,63.9
2022-11-01,Phoenix,1.4,40.8,10.4,38.7
2023-06-10,New York,28.4,71.4,9.3,19.9
2021-01-27,Chicago,2.5,8.2,9.5,0.2
2022-03-20,Los Angeles,35.2,39.1,18.0,6.7
2020-08-27,Chicago,-5.2,26.7,15.5,41.6
2020-03-08,New York,35.4,68.6,18.5,99.0
2022-10-27,Phoenix,39.1,85.9,24.8,48.7
2022-09-25,New York,36.9,72.4,15.9,38.1
2023-11-07,Chicago,6.5,53.3,6.1,54.2
2023-08-30,Chicago,36.2,78.1,25.0,85.9
2022-01-11,New York,12.9,7.7,24.3,32.1
2022-10-17,Chicago,1.8,73.9,3.5,29.3
2022-06-28,Los Angeles,28.7,48.2,2.0,9.1
2023-08-04,Chicago,-7.2,61.1,0.9,86.0
2020-04-30,New York,30.8,86.4,19.1,21.8
2023-04-29,New York,-8.3,81.6,14.3,52.4
2021-05-27,Chicago,-4.8,44.1,12.6,94.6
2022-01-25,Los Angeles,15.1,28.5,2.2,8.4
2022-08-05,Chicago,16.3,12.2,7.6,9.5
2023-01-28,Houston,-3.9,11.0,14.2,36.1
2021-08-26,Los Angeles,1.9,82.8,26.5,53.8
2023-07-23,New York,24.4,68.3,14.4,13.2
2021-05-16,New York,-5.3,48.1,10.8,11.6
2020-08-09,New York,36.8,22.9,21.1,93.9
2022-03-12,Houston,13.4,74.2,4.3,90.3
2021-03-27,Phoenix,28.7,69.4,18.7,73.4
2023-10-26,Chicago,37.6,1.1,13.1,12.3
2023-10-04,Houston,15.9,5.5,19.1,97.6
2022-03-02,New York,13.8,64.4,24.0,24.4
2021-08-11,New York,7.8,22.1,22.0,19.5
2022-12-06,Phoenix,39.1,42.8,0.2,26.2
2022-08-06,Houston,16.8,49.0,11.3,19.1
2022-11-28,Chicago,-0.4,26.3,16.8,48.3
2021-01-26,Houston,31.3,3.8,3.2,59.3
2022-02-26,New York,31.5,25.0,22.2,31.2
2022-09-05,Chicago,-2.3,32.0,4.7,10.7
2022-06-03,Los Angeles,12.0,66.7,14.5,65.6
2021-02-05,Phoenix,39.5,64.0,16.9,15.0
2021-09-18,Phoenix,2.2,92.2,23.6,53.8
2020-02-17,Houston,1.6,14.4,1.7,49.2
2020-08-18,New York,23.6,6.0,22.9,91.6
2020-08-22,Los Angeles,39.0,57.9,7.5,75.1
2022-02-21,Houston,16.6,58.3,28.8,26.6
2020-02-06,Los Angeles,8.4,25.2,8.7,69.9
2021-02-11,Los Angeles,12.4,26.1,13.6,44.9
2023-05-01,Chicago,-2.7,70.3,9.9,79.8
2020-05-04,Phoenix,7.0,85.9,24.3,16.5
2022-10-10,New York,6.4,20.0,13.1,78.5
2023-02-05,Los Angeles,-9.2,72.4,12.1,0.2
2022-08-24,Chicago,26.0,37.3,3.8,71.9
2023-05-02,New York,-3.6,73.2,26.4,37.9
2020-05-31,Phoenix,7.8,41.9,3.1,7.1
2021-11-08,Houston,8.5,24.2,26.3,22.9
2021-08-27,Phoenix,30.4,60.6,0.2,41.9
2023-02-17,Phoenix,13.5,76.4,1.5,68.3
2021-03-16,New York,13.5,23.0,12.3,11.1
2020-10-05,New York,32.4,57.7,23.8,15.0
2023-10-09,Chicago,13.5,12.0,1.9,13.6
2023-11-10,Chicago,31.4,9.0,17.0,69.5
2022-01-28,New York,36.4,30.9,25.6,72.3
2020-10-14,New York,34.3,63.4,29.2,78.3
2022-03-16,Los Angeles,1.0,12.0,1.0,40.1
2023-02-26,Phoenix,17.7,3.8,27.1,19.6
2023-04-15,Los Angeles,28.1,6.8,19.7,91.5
2020-10-13,New York,37.2,20.7,23.9,19.7
2020-07-26,Phoenix,-1.5,49.7,16.3,43.3
2020-02-29,New York,25.6,51.4,3.1,25.8
2021-07-28,Chicago,36.3,32.0,12.8,78.6
2023-03-28,New York,5.7,91.0,13.5,34.5
2020-03-28,Houston,14.8,27.2,25.8,28.8
2022-03-19,Chicago,36.4,45.2,19.5,14.6
2022-01-15,New York,33.2,98.7,26.0,65.9
2020-09-02,Los Angeles,-3.8,54.9,5.8,10.4
2023-08-11,Phoenix,1.5,9.8,1.1,15.0
2021-06-05,Houston,29.8,62.5,12.3,60.2
2022-11-30,Phoenix,-6.6,9.7,18.8,51.9
2020-12-05,New York,36.4,13.7,10.7,16.8
2022-07-08,Phoenix,-2.7,69.3,23.7,4.7
2023-05-06,Houston,22.7,16.6,22.3,47.5
2022-03-07,Houston,12.3,96.9,21.9,98.7
2023-12-04,Los Angeles,31.6,68.1,17.0,42.2
2023-08-18,Los Angeles,9.6,8.9,26.9,98.5
2021-03-04,Phoenix,14.1,68.2,20.2,6.0
2022-05-19,Phoenix,0.0,92.2,9.8,3.5
2023-12-04,Houston,25.4,85.0,0.8,51.6
2021-09-17,Los Angeles,-4.6,22.1,24.5,7.6
2020-01-25,Chicago,-3.5,72.7,6.0,66.9
2020-06-28,Chicago,0.6,35.2,14.6,25.7
2022-05-10,Phoenix,6.5,6.4,9.6,69.3
2020-12-14,Phoenix,-8.1,92.3,19.0,14.9
2020-05-13,Phoenix,39.1,59.7,17.3,25.2
2022-05-04,Phoenix,16.1,17.1,14.9,90.4
2022-01-28,Houston,33.9,26.1,26.3,25.2
2022-02-06,Phoenix,23.0,66.2,29.8,70.4
2023-07-03,New York,-3.5,66.4,5.4,70.2
2022-05-02,New York,-9.9,74.5,6.7,54.8
2020-06-08,Phoenix,11.7,81.6,8.3,13.6
2022-06-15,Phoenix,4.4,0.1,9.1,54.8
2023-03-01,Chicago,31.2,88.2,4.5,78.0
2023-12-24,Chicago,14.7,13.8,18.7,28.7
2023-01-27,New York,39.0,49.3,1.8,56.8
2021-08-07,Houston,33.4,21.4,12.0,15.9
2022-03-08,Phoenix,2.3,85.1,29.7,52.8
2021-02-17,Los Angeles,31.0,71.9,14.6,24.2
2023-01-10,Chicago,27.5,13.0,11.6,89.7
2020-01-08,Phoenix,30.5,71.5,20.6,13.8
2022-08-01,Phoenix,36.1,28.3,27.2,38.1
2022-12-25,Houston,33.5,79.6,4.4,93.0
2023-02-03,New York,20.7,51.2,12.0,58.3
2022-09-07,Chicago,11.1,8.9,22.9,12.4
2021-03-28,New York,-2.2,1.3,12.7,86.9
2022-03-07,New York,3.6,66.2,21.0,11.3
2023-04-11,Houston,28.9,67.7,24.8,97.6
2021-03-15,Los Angeles,-5.8,9.9,8.8,98.6
2020-09-18,Los Angeles,8.6,46.4,5.6,41.1
2021-07-05,Houston,35.8,38.0,17.5,35.4
2020-03-31,Houston,29.0,19.5,27.5,21.8
2022-05-31,Phoenix,5.6,9.4,8.3,37.2
2020-05-12,New York,19.7,74.8,14.0,66.5
2023-07-05,Los Angeles,12.9,63.6,0.4,47.7
2020-08-26,Houston,5.0,21.5,1.7,80.0
2020-01-03,Chicago,33.9,52.5,6.9,18.0
2021-11-25,Houston,30.7,52.6,12.5,14.0
2020-03-28,Phoenix,10.0,64.3,5.0,55.1
2020-12-24,Houston,-7.1,73.5,21.0,65.5
2022-12-14,New York,-9.9,35.1,20.4,29.6
2022-10-12,Los Angeles,26.2,49.3,23.1,65.0
2020-08-01,Houston,38.0,2.0,1.0,15.5
2020-10-06,Los Angeles,-5.9,23.3,20.7,68.6
2023-12-22,Houston,-3.5,74.6,1.1,48.9
2021-05-20,Chicago,31.0,22.5,6.8,49.2
2020-05-14,Chicago,11.6,66.7,25.0,91.4
2021-09-03,Los Angeles,-8.7,26.0,28.6,56.1
2022-07-10,Los Angeles,-7.1,15.8,1.2,97.8
2022-01-16,Phoenix,-9.3,18.2,13.4,50.2
2021-01-30,Los Angeles,18.4,64.1,6.3,12.7
2021-04-29,Los Angeles,5.1,77.5,5.7,64.1
2022-08-13,Phoenix,15.9,6.0,26.9,92.7
2022-09-24,Los Angeles,8.0,53.0,5.1,50.4
2021-02-07,Los Angeles,10.7,27.2,24.9,97.8
2021-06-23,Houston,36.4,35.3,16.1,91.7
2023-01-16,Los Angeles,6.7,77.8,28.3,57.0
2020-04-04,New York,1.3,92.7,1.9,62.3
2023-05-22,Phoenix,1.1,7.5,13.3,7.8
2020-08-06,Houston,32.0,5.4,5.0,76.0
2021-12-23,Houston,-1.6,5.1,28.7,98.4
2021-11-29,Los Angeles,39.3,82.6,29.2,66.8
2023-05-19,Los Angeles,11.9,23.4,20.7,41.1
2021-08-27,Phoenix,14.3,30.7,3.9,98.7
2022-04-05,Los Angeles,22.1,58.1,0.4,25.4
2023-07-12,Houston,3.5,24.0,22.0,39.0
2022-10-22,New York,16.5,8.8,6.1,32.5
2020-12-27,Houston,-3.4,41.9,3.2,6.9
2021-01-23,Phoenix,28.1,77.9,14.6,80.8
2023-10-20,Chicago,17.0,33.2,0.3,60.5
2023-12-25,Phoenix,38.8,13.2,13.6,80.0
2020-05-03,Chicago,31.3,99.7,7.4,17.8
2021-11-11,Los Angeles,22.0,84.5,29.7,78.3
2022-08-01,Chicago,38.9,19.9,10.6,45.0
2023-12-10,New York,19.2,36.6,0.5,94.4
2021-06-24,New York,18.2,22.0,10.6,60.6
2022-06-18,Houston,4.1,80.7,19.5,25.3
2022-06-19,Houston,11.8,74.3,6.8,27.8
2020-07-05,Chicago,21.7,85.2,4.2,35.7
2021-05-29,New York,15.2,2.2,20.6,1.8
2021-12-06,Houston,19.3,30.0,6.6,50.5
2023-03-25,Los Angeles,-9.0,51.7,7.8,88.9
2023-10-04,New York,-7.0,5.6,21.5,72.1
2021-02-23,New York,-5.4,41.3,16.1,82.5
2022-07-10,Houston,21.9,41.9,13.8,39.4
2021-06-16,Chicago,-0.5,10.1,19.5,31.7
2023-03-01,Houston,15.9,30.4,12.0,42.8
2022-02-24,Los Angeles,11.3,93.8,0.4,48.7
2021-02-01,New York,-1.5,52.7,1.9,30.8
2023-10-10,Chicago,17.7,70.1,14.9,44.9
2020-03-05,Los Angeles,28.1,5.8,12.6,73.2
2021-10-27,Chicago,4.9,3.2,7.2,55.7
2021-03-01,Chicago,20.3,87.3,19.8,42.9
2022-06-28,New York,38.0,61.7,10.9,1.8
2021-08-25,New York,-5.0,95.6,10.7,89.1
2020-07-02,Los Angeles,28.2,93.1,23.3,57.9
2021-03-26,Los Angeles,32.2,52.1,20.8,86.7
2022-10-10,Los Angeles,16.1,6.7,9.0,8.5
2022-11-08,New York,27.0,77.3,5.6,48.3
2023-01-14,Houston,11.3,66.5,29.1,89.9
2023-12-31,New York,5.9,1.8,0.4,10.3
2021-03-04,Houston,-5.9,55.5,4.8,23.3
2023-07-04,Los Angeles,21.9,37.4,5.7,46.9
